"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330048002","Block Group 2, Census Tract 48, King County, Washington","606","null","88","null","0","null","12","null","0","null","12","null","39","null","35","null","28","null","31","null","0","null","12","null","57","null","48","null","13","null","21","null","0","null","12","null","15","24","null","null","14","22","null","null","31","null","34","null","49","46","null","null","153","null","90","null","48","38","null","null","54","null","37","null","105","null","62","null",
"1500000US530330048003","Block Group 3, Census Tract 48, King County, Washington","577","null","103","null","0","null","12","null","0","null","12","null","49","null","44","null","0","null","12","null","0","null","12","null","13","null","22","null","13","null","20","null","30","null","32","null","42","66","null","null","111","73","null","null","51","null","39","null","119","68","null","null","37","null","32","null","44","24","null","null","39","null","38","null","29","null","31","null",
"1500000US530330048004","Block Group 4, Census Tract 48, King County, Washington","493","null","88","null","54","null","65","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","20","null","0","null","12","null","0","null","12","null","0","null","12","null","14","23","null","null","0","12","null","null","24","null","27","null","114","72","null","null","113","null","60","null","52","41","null","null","62","null","41","null","47","null","42","null",
"1500000US530330049001","Block Group 1, Census Tract 49, King County, Washington","539","null","117","null","44","null","26","null","0","null","12","null","14","null","23","null","49","null","79","null","0","null","12","null","12","null","19","null","24","null","28","null","14","null","23","null","47","43","null","null","0","12","null","null","83","null","53","null","106","84","null","null","41","null","39","null","36","42","null","null","23","null","27","null","46","null","37","null",
"1500000US530330049002","Block Group 2, Census Tract 49, King County, Washington","744","null","110","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","31","null","25","null","54","null","67","null","12","null","19","null","64","49","null","null","46","38","null","null","175","null","86","null","118","66","null","null","60","null","48","null","110","65","null","null","37","null","36","null","37","null","31","null",
"1500000US530330049003","Block Group 3, Census Tract 49, King County, Washington","675","null","113","null","29","null","33","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","33","null","47","null","45","null","63","52","null","null","66","55","null","null","123","null","70","null","19","29","null","null","32","null","37","null","95","65","null","null","103","null","61","null","78","null","52","null",
"1500000US530330049004","Block Group 4, Census Tract 49, King County, Washington","756","null","112","null","23","null","26","null","17","null","27","null","0","null","12","null","0","null","12","null","14","null","24","null","44","null","40","null","43","null","42","null","0","null","12","null","49","46","null","null","58","46","null","null","157","null","98","null","76","53","null","null","63","null","53","null","106","95","null","null","77","null","45","null","29","null","35","null",
"1500000US530330049005","Block Group 5, Census Tract 49, King County, Washington","913","null","156","null","44","null","43","null","0","null","12","null","0","null","12","null","21","null","35","null","88","null","96","null","31","null","35","null","81","null","89","null","16","null","26","null","118","116","null","null","63","79","null","null","81","null","59","null","96","74","null","null","83","null","57","null","35","40","null","null","57","null","36","null","99","null","73","null",
"1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington","679","null","91","null","30","null","27","null","11","null","21","null","18","null","20","null","16","null","18","null","37","null","49","null","10","null","17","null","25","null","31","null","56","null","39","null","9","14","null","null","58","47","null","null","101","null","73","null","64","54","null","null","51","null","39","null","46","31","null","null","79","null","59","null","68","null","31","null",
"1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington","440","null","77","null","0","null","12","null","0","null","12","null","0","null","12","null","55","null","55","null","17","null","18","null","0","null","12","null","10","null","16","null","40","null","44","null","0","12","null","null","26","24","null","null","36","null","32","null","75","43","null","null","48","null","35","null","39","28","null","null","30","null","27","null","64","null","38","null",
"1500000US530330050003","Block Group 3, Census Tract 50, King County, Washington","771","null","106","null","16","null","26","null","21","null","23","null","53","null","43","null","72","null","45","null","57","null","50","null","46","null","48","null","56","null","43","null","9","null","14","null","0","12","null","null","69","44","null","null","89","null","50","null","85","40","null","null","101","null","57","null","79","49","null","null","8","null","13","null","10","null","15","null",
"1500000US530330051001","Block Group 1, Census Tract 51, King County, Washington","665","null","66","null","25","null","22","null","12","null","14","null","23","null","20","null","0","null","12","null","19","null","29","null","22","null","20","null","24","null","21","null","29","null","24","null","16","17","null","null","29","23","null","null","133","null","65","null","91","40","null","null","53","null","33","null","70","49","null","null","44","null","31","null","75","null","38","null",
"1500000US530330051002","Block Group 2, Census Tract 51, King County, Washington","511","null","61","null","10","null","15","null","0","null","12","null","0","null","12","null","8","null","12","null","29","null","36","null","14","null","15","null","13","null","15","null","14","null","13","null","18","17","null","null","21","19","null","null","31","null","25","null","24","22","null","null","55","null","51","null","78","35","null","null","103","null","39","null","93","null","52","null",
